TellingSubsequence,WordContainingIt,ProperJudgementForWord
NONE,ti ki ke pa,okay
NONE,ti ki ke pa,okay
NONE,ti ki ke pa,okay
NONE,ti ki ke pa,okay
NONE,ti ki ke pa,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,pi ka pi ta,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,ta ki ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,pe ke ke,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,kI ta tI kI,okay
NONE,pe ka tE tI kE pE,okay
NONE,pe ka tE tI kE pE,okay
NONE,pe ka tE tI kE pE,okay
eaE,pe ka tE tI kE pE,bad
NONE,pe ka tE tI kE pE,okay
NONE,pe ka tE tI kE pE,okay
NONE,pe ka tE tI kE pE,okay
NONE,pe ka tE tI kE pE,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ta te ti ki pi ki pi,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,ke ki ti ke pe,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pa te pi pi,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,pe pi pa ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki pa ka ti ti,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ki te pi te,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,ta pi ta ta,okay
NONE,te ka tE tI pI,okay
NONE,te ka tE tI pI,okay
NONE,te ka tE tI pI,okay
eaE,te ka tE tI pI,bad
NONE,te ka tE tI pI,okay
NONE,te ka tE tI pI,okay
NONE,te ka tE tI pI,okay
NONE,te ka tE tI pI,okay
NONE,ti ke ka kE,okay
NONE,ti ke ka kE,okay
NONE,ti ke ka kE,okay
eaE,ti ke ka kE,bad
NONE,ti ke ka kE,okay
NONE,ti ke ka kE,okay
NONE,ti ke ka kE,okay
NONE,ti ke ka kE,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,ta pi te ta,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,kE pa pI pE tI,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,ta ti ti pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,te pe ka pe,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ka te ta pe ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,ke ki pe te ke ti ta,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pi pa te,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pa te pi,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE tE pa kI,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,pE ta ta ti ki te,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,ta ta ke pe ki pe,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pi ti ka ke,okay
NONE,pI ka pe ke,okay
NONE,pI ka pe ke,okay
NONE,pI ka pe ke,okay
NONE,pI ka pe ke,okay
NONE,pI ka pe ke,okay
Iae,pI ka pe ke,bad
NONE,pI ka pe ke,okay
NONE,pI ka pe ke,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,ti ti ka te,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,te ti ti pi,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,tI kI pa,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,ti pa ka,okay
NONE,te te ka kE,okay
NONE,te te ka kE,okay
NONE,te te ka kE,okay
eaE,te te ka kE,bad
NONE,te te ka kE,okay
NONE,te te ka kE,okay
NONE,te te ka kE,okay
NONE,te te ka kE,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
NONE,pe pe pi ke,okay
iaI,ki ka tI pE,bad
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ki ka tI pE,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,ti ke pi te pa,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,te pa ki ti,okay
NONE,ke pa kE tI ka,okay
NONE,ke pa kE tI ka,okay
NONE,ke pa kE tI ka,okay
eaE,ke pa kE tI ka,bad
NONE,ke pa kE tI ka,okay
NONE,ke pa kE tI ka,okay
NONE,ke pa kE tI ka,okay
NONE,ke pa kE tI ka,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,ka ki ta ke,okay
NONE,pE ta ki ki pa,okay
NONE,pE ta ki ki pa,okay
NONE,pE ta ki ki pa,okay
NONE,pE ta ki ki pa,okay
NONE,pE ta ki ki pa,okay
NONE,pE ta ki ki pa,okay
Eai,pE ta ki ki pa,bad
NONE,pE ta ki ki pa,okay
NONE,ke pa tE ka pi,okay
NONE,ke pa tE ka pi,okay
NONE,ke pa tE ka pi,okay
eaE,ke pa tE ka pi,bad
NONE,ke pa tE ka pi,okay
NONE,ke pa tE ka pi,okay
Eai,ke pa tE ka pi,bad
NONE,ke pa tE ka pi,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
NONE,pI pE ta ke,okay
Eae,pI pE ta ke,bad
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ka ki ke ki pe,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ki pe pe ka ti,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,ta pi ta,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,te pi pe pi,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ta ka,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pa ke ki pe ta,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,pI pE pE pE,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,ki ka pa kI ta,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,pi ka ka,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,tI kE ka kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE kI kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,pE kE ta kE,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,ta ti pe ki,okay
NONE,pa tE ka ki pi,okay
NONE,pa tE ka ki pi,okay
NONE,pa tE ka ki pi,okay
NONE,pa tE ka ki pi,okay
NONE,pa tE ka ki pi,okay
NONE,pa tE ka ki pi,okay
Eai,pa tE ka ki pi,bad
NONE,pa tE ka ki pi,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,te ka ti ti,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pI kE kE pa,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
NONE,pE ta ke ti pe,okay
Eae,pE ta ke ti pe,bad
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
NONE,kE pa ke pe te pe pe,okay
Eae,kE pa ke pe te pe pe,bad
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,ki ke ke ki ti pi,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,tI ka tE kE,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pi ta ki,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,pe pa ki ka,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,ki pi pe,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,tE pI kE pa kE tE pa,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,pa ti ki ta,okay
NONE,ka pe ta tI ta ki pi,okay
NONE,ka pe ta tI ta ki pi,okay
eaI,ka pe ta tI ta ki pi,bad
NONE,ka pe ta tI ta ki pi,okay
Iai,ka pe ta tI ta ki pi,bad
NONE,ka pe ta tI ta ki pi,okay
NONE,ka pe ta tI ta ki pi,okay
NONE,ka pe ta tI ta ki pi,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,pa pa kI tE,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE pI pa,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,kE tE ta pI ka pa tE,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,ke ta te,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,pI pI pI kE tE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,tI ka kE,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
NONE,pI tE pa te ki ke,okay
Eae,pI tE pa te ki ke,bad
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ta ki pi pe,okay
NONE,ka te pa kE,okay
NONE,ka te pa kE,okay
NONE,ka te pa kE,okay
eaE,ka te pa kE,bad
NONE,ka te pa kE,okay
NONE,ka te pa kE,okay
NONE,ka te pa kE,okay
NONE,ka te pa kE,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te pe pe ke pa,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,te te ke pe,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,pa pI kI kI kE tI,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kI ka ta te,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,kE pI pE pI pE,okay
NONE,pI pI ka te,okay
NONE,pI pI ka te,okay
NONE,pI pI ka te,okay
NONE,pI pI ka te,okay
NONE,pI pI ka te,okay
Iae,pI pI ka te,bad
NONE,pI pI ka te,okay
NONE,pI pI ka te,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,kI tI ta ka tE,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,tE pE tI,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,pa kI kE,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ke ke pi pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,ka tE ta pa,okay
NONE,te ka kI pE,okay
NONE,te ka kI pE,okay
eaI,te ka kI pE,bad
NONE,te ka kI pE,okay
NONE,te ka kI pE,okay
NONE,te ka kI pE,okay
NONE,te ka kI pE,okay
NONE,te ka kI pE,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ke pe te pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa pa,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,ta pa kI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
NONE,pI tE pI,okay
iaI,pe ti ti ta kI,bad
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,pe ti ti ta kI,okay
NONE,te pa kE pI,okay
NONE,te pa kE pI,okay
NONE,te pa kE pI,okay
eaE,te pa kE pI,bad
NONE,te pa kE pI,okay
NONE,te pa kE pI,okay
NONE,te pa kE pI,okay
NONE,te pa kE pI,okay
NONE,tE ta ki ta pi ke,okay
NONE,tE ta ki ta pi ke,okay
NONE,tE ta ki ta pi ke,okay
NONE,tE ta ki ta pi ke,okay
NONE,tE ta ki ta pi ke,okay
NONE,tE ta ki ta pi ke,okay
Eai,tE ta ki ta pi ke,bad
NONE,tE ta ki ta pi ke,okay
NONE,ke ta tE ka,okay
NONE,ke ta tE ka,okay
NONE,ke ta tE ka,okay
eaE,ke ta tE ka,bad
NONE,ke ta tE ka,okay
NONE,ke ta tE ka,okay
NONE,ke ta tE ka,okay
NONE,ke ta tE ka,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,ta pe ta,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ka ki,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,pe ti ke pi ti ti,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,ki pi te pi ke ta,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,kE kI kI pE,okay
NONE,pa kI ka te,okay
NONE,pa kI ka te,okay
NONE,pa kI ka te,okay
NONE,pa kI ka te,okay
NONE,pa kI ka te,okay
Iae,pa kI ka te,bad
NONE,pa kI ka te,okay
NONE,pa kI ka te,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,ta pi ti,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,pE ta tE,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
NONE,kE ta pe,okay
Eae,kE ta pe,bad
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,pa ka kI ta ka,okay
NONE,ke ta kI ta,okay
NONE,ke ta kI ta,okay
eaI,ke ta kI ta,bad
