Word,Score,Source,SourceReal
K EH K IH L F,1,5,HWSalad
L AO G OW S EY,1,5,HWSalad
AA G AH D IH CH,1,5,HWSalad
Y AE S OY K OW,1,5,HWSalad
AA B AW T AO T,1,5,HWSalad
G AH N F AA M,1,5,HWSalad
V AY R M EY Z,1,5,HWSalad
IH L AY F EH N,1,5,HWSalad
T UW M F ER OY,1,5,HWSalad
AE JH OW V AY M,1,5,HWSalad
AH M EY D EY V,1,5,HWSalad
EH D AO L EY S,1,5,HWSalad
IH S UW G L EY,1,5,HWSalad
EH K Y UW IH Z,1,5,HWSalad
N AH P ER N Z,1,5,HWSalad
V AA JH AO T AE,1,5,HWSalad
ER K IY S EH L,1,5,HWSalad
N UW P EH K T,1,5,HWSalad
EH L AA S UW P,1,5,HWSalad
HH AY F AY ER OY,1,5,HWSalad
AE N SH IY AE V,1,5,HWSalad
M AE S AY AE F,1,5,HWSalad
F AY R CH UW ER,1,5,HWSalad
S EH L IH G AE,1,5,HWSalad
P ER D OW S IY,1,5,HWSalad
AO R AE R EY P,1,5,HWSalad
W ER N AW ER G,1,5,HWSalad
OW D IH R B UW,1,5,HWSalad
S L ER AY D ER,1,5,HWSalad
G EH B N ER K,1,5,HWSalad
EH S T AY ER B,1,5,HWSalad
S T AE M IH F,1,5,HWSalad
IH N G OW S UW,1,5,HWSalad
R IH M ER EY T,1,5,HWSalad
IY M EH CH EH CH,1,5,HWSalad
M EY N AA R T,1,5,HWSalad
W EY M F R OW,1,5,HWSalad
EH L G EY P AW,1,5,HWSalad
W IH R OW K AH,1,5,HWSalad
V EH V IY AA L,1,5,HWSalad
B IY EH S IY L,1,5,HWSalad
P IH F IH R AE,1,5,HWSalad
S AY ER S AA K,1,5,HWSalad
IH TH IY S K AE,1,5,HWSalad
ER B R D AY AH,1,5,HWSalad
K IY ZH ER T OW,1,5,HWSalad
SH AE N AH G AE,1,5,HWSalad
EY N AH N AH T,1,5,HWSalad
Y AH L IY G UW,1,5,HWSalad
IY F OW G AH SH,1,5,HWSalad
K IH S IY IH S,1,5,HWSalad
G ER EH V Y AH,1,5,HWSalad
K W AH B OY N,1,5,HWSalad
IY F OY T R AY,1,5,HWSalad
IH L OW N AO N,1,5,HWSalad
AO R AE T EH P,1,5,HWSalad
Y UW P AW R JH,1,5,HWSalad
HH UH D L Y UW,1,5,HWSalad
JH AH P AY AH TH,1,5,HWSalad
B AO T AE G UW,1,5,HWSalad
B R D AO S IY,1,5,HWSalad
G AW S OY AE DH,1,5,HWSalad
ER IY V ER AH D,1,5,HWSalad
EY M ER IY EH B,1,5,HWSalad
N EH L S AH M,1,5,HWSalad
ER G N IH R UW,1,5,HWSalad
K AE B R T OW,1,5,HWSalad
ER TH IY N ER TH,1,5,HWSalad
AH K IH T AH L,1,5,HWSalad
AE T EH B EY N,1,5,HWSalad
K IH N K N IY,1,5,HWSalad
ER AY B R UW CH,1,5,HWSalad
JH IH B EH K AW,1,5,HWSalad
S OW S K ER D,1,5,HWSalad
K L OW SH IY V,1,5,HWSalad
AY R AE T M P,1,5,HWSalad
L AW JH AH N T,1,5,HWSalad
IH N AY AE D IY,1,5,HWSalad
G AE K R B OY,1,5,HWSalad
F AO N OW P AH,1,5,HWSalad
V AA R B IH CH,1,5,HWSalad
S EY S OY D AE,1,5,HWSalad
ER V AE F AE V,1,5,HWSalad
EH L OW K UW F,1,5,HWSalad
G OY T M P T,1,5,HWSalad
IY L ER K T AH,1,5,HWSalad
AH TH R OY T EY,1,5,HWSalad
N AA JH UW EH K,1,5,HWSalad
D AO T EH P OY,1,5,HWSalad
HH ER G Y UW Z,1,5,HWSalad
L IY B ER B UW,1,5,HWSalad
AH F IH L K S,1,5,HWSalad
S AA SH AE K ER,1,5,HWSalad
P ER P S L IY,1,5,HWSalad
G IY L F OW T,1,5,HWSalad
S EY L AE G IY,1,5,HWSalad
HH IY TH IY B AY,1,5,HWSalad
EH D EH F ER IY,1,5,HWSalad
S K ER L AE M,1,5,HWSalad
EH B EH DH IY K,1,5,HWSalad
L UW Z L ER S,1,5,HWSalad
S K IY V AH P,1,5,HWSalad
AO T AH S AE D,1,5,HWSalad
P UW ER B OY D,1,5,HWSalad
G Y AE P Y ER,1,5,HWSalad
AE L AA R UW K,1,5,HWSalad
V EH F TH R AE,1,5,HWSalad
ER EY P AO K S,1,5,HWSalad
IH M B D IY V,1,5,HWSalad
ER AE K OY ER V,1,5,HWSalad
EH K S IH B AW,1,5,HWSalad
G R IH Z AH P,1,5,HWSalad
EY K AO G AH TH,1,5,HWSalad
L AH SH AE DH IY,1,5,HWSalad
EY JH AO S IH G,1,5,HWSalad
AE S AO N AH M,1,5,HWSalad
JH UW ER B UH G,1,5,HWSalad
D AE K OW S T,1,5,HWSalad
OW L ER L EH F,1,5,HWSalad
ER M EH F AE B,1,5,HWSalad
N IH S T IH V,1,5,HWSalad
ER IH M V IH DH,1,5,HWSalad
G EY M F Y UW,1,5,HWSalad
D EH CH IY ER N,1,5,HWSalad
D UW G AH K EY,1,5,HWSalad
V AA L S UW L,1,5,HWSalad
AY D ER AY AE G,1,5,HWSalad
SH EH P AA L OY,1,5,HWSalad
ER CH ER EY B AW,1,5,HWSalad
ER AE N IY B OY,1,5,HWSalad
ER JH UW B R AH,1,5,HWSalad
M EY Z M B UW,1,5,HWSalad
AH P R N OW G,1,5,HWSalad
AH N M ER IY N,1,5,HWSalad
M AA CH AH L AY,1,5,HWSalad
V AW ER M AA D,1,5,HWSalad
IH S EH SH EH R,1,5,HWSalad
K AY K N AW N,1,5,HWSalad
S AY AH T UH K,1,5,HWSalad
ER G IH K IH TH,1,5,HWSalad
F IY AE M EY Z,1,5,HWSalad
AH T EH V AE P,1,5,HWSalad
ER K M F IY T,1,5,HWSalad
AY S UW B L F,1,5,HWSalad
S AO N S AE JH,1,5,HWSalad
V EH P AE R AE,1,5,HWSalad
IH T EY V AY F,1,5,HWSalad
EH L ER L AE NG,1,5,HWSalad
HH IY V R T ER,1,5,HWSalad
IH S IH S AO G,1,5,HWSalad
AH G AA T AY S,1,5,HWSalad
M OW B IY N Z,1,5,HWSalad
P UW D V AH TH,1,5,HWSalad
T R B AW AH NG,1,5,HWSalad
P AO N K AE DH,1,5,HWSalad
W AO S P AH K,1,5,HWSalad
EH D OW S ER K,1,5,HWSalad
B R S IH T S,1,5,HWSalad
B AE F AE TH ER,1,5,HWSalad
ER L AE CH UH L,1,5,HWSalad
M IY L EH R B,1,5,HWSalad
HH EH R AY V AY,1,5,HWSalad
P AY K AO L T,1,5,HWSalad
M AY AE K W AH,1,5,HWSalad
P UW L D IY CH,1,5,HWSalad
W AA G N AE R,1,5,HWSalad
B ER IY L AH F,1,5,HWSalad
K EY SH AA N Z,1,5,HWSalad
ER M ER CH AE B,1,5,HWSalad
AE K IY B L S,1,5,HWSalad
ER K IY AA V AH,1,5,HWSalad
AY S AO S IY F,1,5,HWSalad
AE M V AE CH ER,1,5,HWSalad
Z EH CH UH R JH,1,5,HWSalad
G R F R EH K,1,5,HWSalad
TH ER CH AA L M,1,5,HWSalad
ER T IH R IH T,1,5,HWSalad
AH F UH K EY S,1,5,HWSalad
B AE G JH EH F,1,5,HWSalad
AH N IH Z AH CH,1,5,HWSalad
ER SH AH NG G ER,1,5,HWSalad
K L G N AE JH,1,5,HWSalad
AE F EY G R OW,1,5,HWSalad
K IY EH SH EH CH,1,5,HWSalad
S W AE L IY P,1,5,HWSalad
P AE Z AO L S,1,5,HWSalad
EH B OY T R EY,1,5,HWSalad
Y ER L K EY JH,1,5,HWSalad
EH N Z B AH G,1,5,HWSalad
D R AE B AH P,1,5,HWSalad
P IH T ER AH B,1,5,HWSalad
P UW D R EH N,1,5,HWSalad
S EY N AW S K,1,5,HWSalad
IY R OW Z L V,1,5,HWSalad
JH EH F EY L IY,1,5,HWSalad
SH AA R OY AE B,1,5,HWSalad
JH IY V R IH R,1,5,HWSalad
P IY ER D UH K,1,5,HWSalad
P AW ER M EY M,1,5,HWSalad
D EH B AA K T,1,5,HWSalad
IY G EY Z IY ER,1,5,HWSalad
IH N K CH AH TH,1,5,HWSalad
AH F Y UW ZH ER,1,5,HWSalad
L IY B AO S K,1,5,HWSalad
F IY S K AE NG,1,5,HWSalad
AH L AE K L T,1,5,HWSalad
W OW B D AH V,1,5,HWSalad
EH JH IY ER S IY,1,5,HWSalad
ER M AE G IY V,1,5,HWSalad
S M OW G M AH,1,5,HWSalad
AA F AY F EH TH,1,5,HWSalad
K IY V ER G OW,1,5,HWSalad
N AA T ER SH EY,1,5,HWSalad
L AO L G OY Z,1,5,HWSalad
S T IY ER D AW,1,5,HWSalad
CH ER TH ER EY CH,1,5,HWSalad
P R IY JH EH T,1,5,HWSalad
N IH R AA F EY,1,5,HWSalad
F OY IH F EY Z,1,5,HWSalad
AO L Y AA P OW,1,5,HWSalad
R OY N G AW L,1,5,HWSalad
IH T AA T W EY,1,5,HWSalad
IH R S IH N CH,1,5,HWSalad
HH AA R AE SH AE,1,5,HWSalad
D AY M IY N D,1,5,HWSalad
G UW EY B AW ER,1,5,HWSalad
G ER D IH K EY,1,5,HWSalad
EY N IH CH AE S,1,5,HWSalad
JH UW N K AW T,1,5,HWSalad
N AA V AE R AY,1,5,HWSalad
ER AH TH AH B AE,1,5,HWSalad
IH N AY M P AW,1,5,HWSalad
EY K EY P IY N,1,5,HWSalad
EH L T AA V EY,1,5,HWSalad
T EH L G AW N,1,5,HWSalad
Y AH V AY P EY,1,5,HWSalad
EH K N Z AA R,1,5,HWSalad
B AO K OY IH N,1,5,HWSalad
B AE S AY AH N,1,5,HWSalad
JH AH G Z M AH,1,5,HWSalad
AE D IY R AY K,1,5,HWSalad
HH IY Z AY N CH,1,5,HWSalad
D AA L ER AE JH,1,5,HWSalad
K AY N UW IH CH,1,5,HWSalad
L UH D AW Z IY,1,5,HWSalad
Z EH CH AH T AE,1,5,HWSalad
ER N JH AO D OW,1,5,HWSalad
B UH R AO L OW,1,5,HWSalad
NG K S AH T UW,1,5,HWSalad
AH K OW M OW M,1,5,HWSalad
OW N SH AE T ER,1,5,HWSalad
EH M AE TH R AE,1,5,HWSalad
AY T UW IH D UW,1,5,HWSalad
HH AO S ER F OY,1,5,HWSalad
IH K IH M AH M,1,5,HWSalad
IH L IY P AY S,1,5,HWSalad
D AH CH EH T AE,1,5,HWSalad
L AW ER OY L JH,1,5,HWSalad
AH N IH S AA T,1,5,HWSalad
AO L S T AA K,1,5,HWSalad
CH AH S F Y AE,1,5,HWSalad
ER P S F OY L,1,5,HWSalad
AE V AH T EY K,1,5,HWSalad
EH F EH P R AY,1,5,HWSalad
OW N EH B EH V,1,5,HWSalad
L AW AH N AW L,1,5,HWSalad
IH D UW B R D,1,5,HWSalad
IH G W AH L OW,1,5,HWSalad
P UW IH L SH AH,1,5,HWSalad
G IY D AH D IY,1,5,HWSalad
W AA R F EH K,1,5,HWSalad
ER OY T L AY N,1,5,HWSalad
G AE K AE N AH,1,5,HWSalad
HH EY S ER D ER,1,5,HWSalad
ER L G W EH D,1,5,HWSalad
SH UH D ER AH T,1,5,HWSalad
P EH L D IH TH,1,5,HWSalad
AE G R UW ER L,1,5,HWSalad
V IY OW Z ER JH,1,5,HWSalad
L IY EY N UW ER,1,5,HWSalad
EH T M AH P S,1,5,HWSalad
AA TH EH F EY K,1,5,HWSalad
D AY AH Z L EY,1,5,HWSalad
B IH N ER B AH,1,5,HWSalad
CH IH Z IY N UW,1,5,HWSalad
TH IY P AO S UW,1,5,HWSalad
L IY JH UW V EY,1,5,HWSalad
AE R OW D OY ER,1,5,HWSalad
AE D AO R L F,1,5,HWSalad
AH P L T AH V,1,5,HWSalad
B IH DH ER AA V,1,5,HWSalad
AH B EY L G AH,1,5,HWSalad
IH V AY R EH R,1,5,HWSalad
AH D AO S OY AH,1,5,HWSalad
V AA D EH B ER,1,5,HWSalad
EH L D ER IY JH,1,5,HWSalad
AE TH L M F ER,1,5,HWSalad
T IH D V IY P,1,5,HWSalad
AA S ER EY IH TH,1,5,HWSalad
T UW S AH SH ER,1,5,HWSalad
P EY DH IY AH S,1,5,HWSalad
D R AE T AO N,1,5,HWSalad
M AO R K M UW,1,5,HWSalad
AO R F ER G EY,1,5,HWSalad
AA D EH Z M ER,1,5,HWSalad
Y EH T IH D OW,1,5,HWSalad
S M F L AW N,1,5,HWSalad
M AY N AH D EY,1,5,HWSalad
OW TH AA R IH TH,1,5,HWSalad
K EH P AW N Z,1,5,HWSalad
R EY K L AH K,1,5,HWSalad
F EY L M AO G,1,5,HWSalad
V EH N SH ER V,1,5,HWSalad
R UW AH L IH L,1,5,HWSalad
IY V AH CH AE DH,1,5,HWSalad
OW V AE T IH JH,1,5,HWSalad
P ER EY Z AA L,1,5,HWSalad
CH IY AE K EY DH,1,5,HWSalad
S N AE CH AH CH,1,5,HWSalad
S OW D UW N S,1,5,HWSalad
EH JH IH M AO S,1,5,HWSalad
P AY K M EY T IY M,1,5,HWSalad
F IY G ER N Z EH TH,1,5,HWSalad
S AH L IY D AH P EY,1,5,HWSalad
IY M ER N OW D EY G,1,5,HWSalad
F AE B OW B S AE T,1,5,HWSalad
K Y UW L IY CH IH P,1,5,HWSalad
N IH S N UH D AO R,1,5,HWSalad
ER G AE M F IY AA G,1,5,HWSalad
B AE R AA S N AY P,1,5,HWSalad
P IY AA D ER IH S AE,1,5,HWSalad
R UW P EY CH AE L OY,1,5,HWSalad
EH JH IH R OY N AH L,1,5,HWSalad
B EH T AE K IH ZH ER,1,5,HWSalad
AH B IY ER N AH D ER,1,5,HWSalad
HH EY S W OW K UW N,1,5,HWSalad
F OW V AO D L K AW,1,5,HWSalad
L EH TH R T UH L ER,1,5,HWSalad
N AA P AW R CH IH SH,1,5,HWSalad
M ER S L F EH F OY,1,5,HWSalad
IH F AA P EH CH AA ZH,1,5,HWSalad
M ER AE K AH L IH D,1,5,HWSalad
G UW K IH R D UW R,1,5,HWSalad
SH AE B D OW D V ER,1,5,HWSalad
D AE R ER S L AY P,1,5,HWSalad
W ER S AA TH IY G AE,1,5,HWSalad
B IH L AH CH IY OW N,1,5,HWSalad
P AY K L IH B ER TH,1,5,HWSalad
JH UW M AW D IH R T,1,5,HWSalad
CH IY G UW DH IY G EY,1,5,HWSalad
G AE F T IY JH IY D,1,5,HWSalad
CH AH NG K AH B EH T,1,5,HWSalad
S AE K L AA DH IY CH,1,5,HWSalad
Z IH L JH UW SH AE P,1,5,HWSalad
M ER AE B OY ER OY K,1,5,HWSalad
ER M F OW N Y AE Z,1,5,HWSalad
AE JH IY V IY JH IY N,1,5,HWSalad
T UW K S UW G L IY,1,5,HWSalad
ER CH IH F OW D IH JH,1,5,HWSalad
JH IH TH AH V ER SH IY,1,5,HWSalad
HH EH DH R AY L IY Z,1,5,HWSalad
P OW SH IH CH AA R AH,1,5,HWSalad
TH IH L IY AE N EY V,1,5,HWSalad
V AH N K AE P IH F,1,5,HWSalad
IY K CH AE TH ER AA N,1,5,HWSalad
AY S N EH P EH B IY,1,5,HWSalad
ER IH V EH R P AW D,1,5,HWSalad
TH ER F AY R OY ER G,1,5,HWSalad
F UW IH K L UW L F,1,5,HWSalad
ER IH N UW G R EH R,1,5,HWSalad
NG K OY N S IH L M,1,5,HWSalad
ER G ER M ER JH UH G,1,5,HWSalad
P R OW D AH D AO R,1,5,HWSalad
CH EH N IY EH N ER IY,1,5,HWSalad
ER P AO D IY D ER AH,1,5,HWSalad
L IY AH T IY AE B AH,1,5,HWSalad
S AE K AW ER OW Z AH,1,5,HWSalad
D R P AO S ER L AH,1,5,HWSalad
AE F Y ER IY L ER T,1,5,HWSalad
SH EH P ER P EY D IY,1,5,HWSalad
AE R EH TH IY S AA G,1,5,HWSalad
L OW D W AE R IH V,1,5,HWSalad
P IH M EH D IY V ER,1,5,HWSalad
N AH N EY D IY S EY,1,5,HWSalad
IH G OY IH T AH K AW,1,5,HWSalad
ER P EY L AA S IY CH,1,5,HWSalad
L IH R AY L IY OW L,1,5,HWSalad
HH AW L UH D AO S UW,1,5,HWSalad
L EH V EY JH UH G IY,1,5,HWSalad
AH S OW B S K IH Z,1,5,HWSalad
S AY K M M IY F ER,1,5,HWSalad
ER IY EY N S UW N TH,1,5,HWSalad
N AH CH UW AE D AH M,1,5,HWSalad
ER P S P EH M F UW,1,5,HWSalad
B R AA M IY B IH TH,1,5,HWSalad
M Y EH DH IY ER EH P,1,5,HWSalad
Y ER IY G N SH IY N,1,5,HWSalad
B UW V R AW AH F EY,1,5,HWSalad
OW M F IH K AW N OW,1,5,HWSalad
D IY ER SH AA D AY P,1,5,HWSalad
D ER AE Z IH T M P,1,5,HWSalad
OW L OW SH IY D AA M,1,5,HWSalad
P IH D V AO L T OW,1,5,HWSalad
ER P CH IY DH R AH L,1,5,HWSalad
D IY F AO D IY AH NG,1,5,HWSalad
D R AE N ER UW D EY,1,5,HWSalad
IH G R T AY B AE P,1,5,HWSalad
L AA TH IY K SH AE K,1,5,HWSalad
B AE D R AH K M IY,1,5,HWSalad
P IH V AE N D AE F,1,5,HWSalad
D ER L IH B L M OW,1,5,HWSalad
P ER M AA L SH IY Z,1,5,HWSalad
V AO L AO S EH TH IY,1,5,HWSalad
AA G EH G AH S AA G,1,5,HWSalad
V AY K S AY L UW P,1,5,HWSalad
T IH R S IY JH AH SH,1,5,HWSalad
AA M AH L OY N IH G,1,5,HWSalad
P IY OW P ER JH IH NG,1,5,HWSalad
OW F AA R F OW L V,1,5,HWSalad
K ER JH UW B AH P UW,1,5,HWSalad
P IH P S EH D ER S,1,5,HWSalad
AH M EH R G R IH D,1,5,HWSalad
G IH B UW EH D AE V,1,5,HWSalad
OW P L AY L G R D,1,5,HWSalad
AH P UW K IH L K UW,1,5,HWSalad
ER S IH B D IY L JH,1,5,HWSalad
B OY N F UW G AH NG,1,5,HWSalad
AE R IH R N T AH S,1,5,HWSalad
W AA B OY L ER L OY,1,5,HWSalad
B Y AH N IH M P AY,1,5,HWSalad
HH IH D L EH JH AA B,1,5,HWSalad
G L B D AW N AY S,1,5,HWSalad
D AE P OY ER OY L AY,1,5,HWSalad
AE K Y AH CH AH TH ER,1,5,HWSalad
T OY T AY K S AO N,1,5,HWSalad
R IH B ER L F OY ER,1,5,HWSalad
ER AA D EH B IY EH D,1,5,HWSalad
D IY AH L G N AW ER,1,5,HWSalad
B ER AA JH UW P EH R,1,5,HWSalad
IH N JH UW AH V OW G,1,5,HWSalad
B AE P L ER B AH M,1,5,HWSalad
S N G AE F ER AH N,1,5,HWSalad
AA S P AE N EH F T,1,5,HWSalad
AY S AE S UW IH L AE,1,5,HWSalad
D AH B AH F IH K IY,1,5,HWSalad
SH AE S OY AE V IH SH,1,5,HWSalad
DH IY G Z IY B EH R,1,5,HWSalad
R AO G OW P L K AE,1,5,HWSalad
W AE CH IY L OW N OW,1,5,HWSalad
AH N D M IH R UW V,1,5,HWSalad
OW P IH JH EY B IY S,1,5,HWSalad
OW S P R SH AH D AE,1,5,HWSalad
AE K CH ER TH IY M ER,1,5,HWSalad
AA S AH JH EH N ER M,1,5,HWSalad
R UW AA F IH TH IY T,1,5,HWSalad
F IY K T M P EY P,1,5,HWSalad
AO S M EY S T AY F,1,5,HWSalad
S OY AH S AA JH UH R,1,5,HWSalad
V AA K M ER K SH AH,1,5,HWSalad
R AY ER OY IH B ER OY,1,5,HWSalad
D IY T IY L M AW S,1,5,HWSalad
TH IY EH CH EH R EH B,1,5,HWSalad
P AE N V IH B V IY,1,5,HWSalad
EH B IY OW SH AA S AH,1,5,HWSalad
D IH M Y EH M EH V,1,5,HWSalad
P AA F ER IY F R UW,1,5,HWSalad
R OW G AO S P AY T,1,5,HWSalad
DH IH V AH SH AH L S,1,5,HWSalad
IH D M F IY V AA JH,1,5,HWSalad
M AW D IH D AW S AE,1,5,HWSalad
AH M AH T L AY AH D,1,5,HWSalad
AH SH ER IY K IH S ER,1,5,HWSalad
HH AE NG G IY V EH L,1,5,HWSalad
T OW T OW N ER F ER,1,5,HWSalad
B IH P EY SH AE K S,1,5,HWSalad
IH G M P L JH OW M,1,5,HWSalad
ER AE M P EH CH IH S,1,5,HWSalad
AH B ER K AE R N D,1,5,HWSalad
D UH D R K CH IH M,1,5,HWSalad
L AY ER N OW D AA JH,1,5,HWSalad
K R P L AW R SH ER,1,5,HWSalad
R AW R AH CH AH T UW,1,5,HWSalad
DH EH L AY R AE T AH,1,5,HWSalad
B UW K W AA D AH JH,1,5,HWSalad
IH V EY S L OY IH P,1,5,HWSalad
K AA S K R S ER K,1,5,HWSalad
K IY Z IH S TH EH V,1,5,HWSalad
D AH B UW S N AY P,1,5,HWSalad
EH L AY D AA B IY M,1,5,HWSalad
N OY L T AH CH EY D,1,5,HWSalad
S OW N AH D EH N ER,1,5,HWSalad
ER N UW IH T ER EY G,1,5,HWSalad
R IH B AW N AW R S,1,5,HWSalad
EY L V EH P ER B OW,1,5,HWSalad
G IY S IY L AO N D,1,5,HWSalad
IH R AA K IY N AY K,1,5,HWSalad
W ER M V EY G AO N,1,5,HWSalad
P R JH IY OW T IH N,1,5,HWSalad
F AH K AE T AH SH AH,1,5,HWSalad
AE G L SH IY K ER OY,1,5,HWSalad
T EY G ER G OY IH T,1,5,HWSalad
OW TH AH B L K IY N,1,5,HWSalad
G AW AH K ER S AE R,1,5,HWSalad
Y AO SH IH SH IY EH F,1,5,HWSalad
ER V IY EH F AO G AH,1,5,HWSalad
IH K T UW K R IH B,1,5,HWSalad
B AW AH F L OW ZH AH,1,5,HWSalad
AH G OW G AO R L F,1,5,HWSalad
G AE N K AA D IY DH,1,5,HWSalad
W IY Z IH P OY T UW,1,5,HWSalad
EH S M AE V EY D ER,1,5,HWSalad
JH OY AH B S F IH Z,1,5,HWSalad
AE JH ER S L T R D,1,5,HWSalad
S P EH TH IY T UH K,1,5,HWSalad
HH UW P AE K M OW G,1,5,HWSalad
N AH N AH S IY L ER,1,5,HWSalad
T AH T ER K UW L AH,1,5,HWSalad
AH N AE G IH K ER OY,1,5,HWSalad
G AE L EY S P AH K,1,5,HWSalad
L UH R JH EH D AH G,1,5,HWSalad
D UH K M AY B AW N,1,5,HWSalad
P R EY N Y ER B AY,1,5,HWSalad
S L K N EH D R N,1,5,HWSalad
OW L ER S L IY AH G,1,5,HWSalad
EY N UH R S CH ER N,1,5,HWSalad
T UW G IY ER M ER D,1,5,HWSalad
EH M OW M OW B ER M,1,5,HWSalad
Z EH B Z IY M AE DH,1,5,HWSalad
TH R IH F EY T AE B,1,5,HWSalad
S AA K IH CH ER AH K,1,5,HWSalad
L IH T ER AH P IH S,1,5,HWSalad
P EH D AE L T AA NG,1,5,HWSalad
G AH N AE P CH AE D,1,5,HWSalad
B AA JH IY EY DH IY D,1,5,HWSalad
ER IY AA G EH L IH L,1,5,HWSalad
AA S EY L AH B L ER,1,5,HWSalad
B OW K S K AO L AE,1,5,HWSalad
EH P L JH AA N AO NG,1,5,HWSalad
ER AA T R T W AA G,1,5,HWSalad
HH UW ER G L Z AO T,1,5,HWSalad
OW N IH S AH P AO T,1,5,HWSalad
ER P T UH R N Z IY,1,5,HWSalad
AE M IH T IY D UW K,1,5,HWSalad
EY T IY SH AE G IH SH,1,5,HWSalad
HH OY AE SH IH G AA D,1,5,HWSalad
EH K AE R TH EH T AH,1,5,HWSalad
EH D IY AA D L ER AH,1,5,HWSalad
G AA M P ER V IH M,1,5,HWSalad
B AO N EH R AA B OY,1,5,HWSalad
L IH R B IY AH N S,1,5,HWSalad
M ER N AE D AO N TH,1,5,HWSalad
CH IY SH AH Z ER G OY,1,5,HWSalad
IH P R K L K ER AH,1,5,HWSalad
G EH D R EY S N OW,1,5,HWSalad
IH D ER K UW IH B EY,1,5,HWSalad
P UH R L G Y AE P,1,5,HWSalad
F EH B IY AA S L V,1,5,HWSalad
T IY F L IY B L AH,1,5,HWSalad
IH K OW K ER OW D ER,1,5,HWSalad
HH AA N OW V EY K AH,1,5,HWSalad
L AW D AW S IY K EY,1,5,HWSalad
B AA M IY Z L ER V,1,5,HWSalad
M AE F EH R L JH IY,1,5,HWSalad
T AE N G N AY S ER,1,5,HWSalad
P EH F ER K L SH AH,1,5,HWSalad
K UW D IY OW N S IY,1,5,HWSalad
G IY EH M IH R AE JH,1,5,HWSalad
CH AA Z AY S K IY CH,1,5,HWSalad
JH AE L IY B UW AH TH,1,5,HWSalad
B AO T OW P AY M IY,1,5,HWSalad
IY V Y AO R AA R M,1,5,HWSalad
F EY P UW T ER AY T,1,5,HWSalad
P R G Z AE T AY Z,1,5,HWSalad
IH R B L F AE G ER,1,5,HWSalad
B ER AY V R EH Z IY,1,5,HWSalad
EH S N UW IH DH EH T,1,5,HWSalad
AE T AH TH L D UH SH,1,5,HWSalad
ER N TH ER EY K EH N,1,5,HWSalad
W IY EY N S CH UH K,1,5,HWSalad
D EH D IH T M IH R,1,5,HWSalad
B UW F ER AY V ER V,1,5,HWSalad
AH CH EH Z AA M EH SH,1,5,HWSalad
T AA M AO N UH R OY,1,5,HWSalad
F OW D M EH B AY T,1,5,HWSalad
L AA L T ER AH L JH,1,5,HWSalad
G W AA D EY G AO R,1,5,HWSalad
HH IY B AW AH N EY DH,1,5,HWSalad
JH AH V R IH JH IY CH,1,5,HWSalad
B EH S EY P S AA S,1,5,HWSalad
EY K SH UW L V AA Z,1,5,HWSalad
R EH CH AE T IH L AE,1,5,HWSalad
L AO G IY M AO L AE,1,5,HWSalad
W AH K IY B IY L EY,1,5,HWSalad
K L D OW T IY K S,1,5,HWSalad
K OW D V EH L S AE,1,5,HWSalad
Z AY R AH L G ER TH,1,5,HWSalad
IH G AA L D AW R CH,1,5,HWSalad
SH UH K S L AW Z AH,1,5,HWSalad
D AW R TH ER IY DH IY,1,5,HWSalad
HH OW B OY D AY B ER,1,5,HWSalad
V AY AE JH ER K L OY,1,5,HWSalad
B L D M F T AA K,1,5,HWSalad
ER JH AE R EH Z AH NG,1,5,HWSalad
G AA CH UH L G R UW,1,5,HWSalad
T AA TH L G OY L CH,1,5,HWSalad
L AA R UW EH N AE G,1,5,HWSalad
V AA B ER F EY P S,1,5,HWSalad
F AH L AH T S IH L,1,5,HWSalad
N EY S T R D EY S,1,5,HWSalad
Y UW D AH T M AH D,1,5,HWSalad
CH AE R AH T IY G IY,1,5,HWSalad
P IY JH AO T EY DH ER,1,5,HWSalad
P EY M AY AE DH AH JH,1,5,HWSalad
W IY AA Z AE G AY Z,1,5,HWSalad
AE D IY K EH T IH B,1,5,HWSalad
JH EH B EY SH AE P T,1,5,HWSalad
EY L F IH L ER OY Z,1,5,HWSalad
S T IY ER V IY AA Z,1,5,HWSalad
R EH S CH AA N AE CH,1,5,HWSalad
AE R B AY N OW L AY,1,5,HWSalad
R AH M V EY L OW V,1,5,HWSalad
NG K L OW G OW L OY,1,5,HWSalad
L AY R F IH L EH F,1,5,HWSalad
AE T AE R V IH B AW,1,5,HWSalad
AE NG G EH M V AE CH,1,5,HWSalad
T EY M AH S AH N T,1,5,HWSalad
Y AA L G UW B OW Z,1,5,HWSalad
T EH DH EH P R UW F,1,5,HWSalad
P UW N AH V IY V AH,1,5,HWSalad
B UH G N AH S EH M,1,5,HWSalad
R UW L AA CH ER V EY,1,5,HWSalad
B ER IH R TH R UW Z,1,5,HWSalad
D IH SH AE Z M AA P,1,5,HWSalad
Z AY V ER AY P OW V,1,5,HWSalad
IH S ER B L EY K AW,1,5,HWSalad
D ER IY G OW G AW Z,1,5,HWSalad
F ER P UH R UW N JH,1,5,HWSalad
T AY S EY S L AH D,1,5,HWSalad
M AO N EH R N OY L,1,5,HWSalad
AA G IY EY CH AE L S,1,5,HWSalad
AH N ER N AH N AE R,1,5,HWSalad
IH K OY K IY V EH T,1,5,HWSalad
