NumFeatures,Word,LenWord
2076,P R OW B AH T IY,7
1604,P R AA B L AH M,7
3004,P R AA B L AH M AE T IH K,11
3732,P R AA B L AH M AE T IH K AH L,13
2588,P R OW B AA S AH S,8
3260,P R AH S IY JH ER AH L,9
2308,P R AH S IY JH ER,7
2456,P R OW S IY JH ER,7
1796,P R AH S IY D,6
1944,P R OW S IY D,6
1520,P ER S IY D,5
1796,P R AA S EH S,6
1944,P R AO S EH S,6
2748,P R AH S EH SH AH N,8
2896,P R OW S EH SH AH N,8
3588,P R AH S EH SH AH N AH L,10
3736,P R OW S EH SH AH N AH L,10
1718,P R OW K L EY M,7
3220,P R AA K L AH M EY SH AH N,11
3078,P R OW K L IH V AH T IY,10
2852,P R OW K AA N S AH L,9
3856,P R AH K R AE S T AH N EY T,12
4808,P R AH K R AE S T AH N EY SH AH N,14
1444,P R AA K T ER,6
1710,P R OW K Y UH R,7
772,P R AA D,4
2380,P R AA D IH G AH L,8
2820,P R AH D IH JH AH S,8
2308,P R AA D AH JH IY,7
1932,P R AH D UW S,6
2088,P R OW D UW S,6
2876,P R AH D AH K SH AH N,9
3024,P R OW D AH K SH AH N,9
2600,P ER D AH K SH AH N,8
2804,P R AH D AH K T IH V,9
2952,P R OW D AH K T IH V,9
2528,P ER D AH K T IH V,8
738,P R AO F,4
1956,P R AH F EH S ER,7
3364,P R AO F AH N EY SH AH N,10
1508,P R OW F EY N,6
2772,P R OW F AE N AH T IY,9
1444,P R AH F EH S,6
2396,P R AH F EH SH AH N,8
3236,P R AH F EH SH AH N AH L,10
4948,P R AH F EH SH AH N AH L IH Z AH M,14
1956,P R AH F EH S ER,7
3828,P R OW F AH S AO R IY AH L,11
1044,P R AA F ER,5
3300,P R AH F IH SH AH N S IY,10
2844,P R AA F IH SH AH N T,9
1302,P R OW F AY L,6
1444,P R AA F AH T,6
1444,P R AA F IH T,6
2324,P R AA F AH T IH R,8
2918,P R AO F L IH G AE S IY,10
2566,P R AO F L IH G EY T,9
1652,P R OW F AW N D,7
1728,P R AH F Y UW S,7
2736,P R AH F Y UW ZH AH N,9
3288,P R OW JH EH N IH T ER,9
2172,P R AA JH AH N IY,7
4047,P R OW JH EH S T ER OW N,10
2982,P R AA G N OW S AH S,9
4924,P R AA G N AA S T AH K EY SH AH N,14
1505,P R OW G R AE M,7
1790,P R OW G R AE M ER,8
1636,P R AA G R EH S,7
1636,P R AH G R EH S,7
1744,P R OW G R EH S,7
2588,P R AH G R EH SH AH N,9
2516,P R AH G R EH S IH V,9
2236,P R OW HH IH B AH T,8
3008,P R OW AH B IH SH AH N,9
3116,P R OW HH IH B AH T IH V,10
3660,P R OW HH IH B AH T AO R IY,11
2036,P R AA JH EH K T,7
2036,P R AH JH EH K T,7
2876,P R AH JH EH K T AH L,9
2654,P R AH JH EH K T AY L,9
2876,P R AH JH EH K SH AH N,9
2436,P R AH JH EH K T ER,8
3858,P R OW L AH T EH R IY AH N,11
3930,P R OW L AH T EH R IY AH T,11
2922,P R OW L IH F ER EY T,9
3874,P R OW L IH F ER EY SH AH N,11
2298,P R OW L IH F IH K,8
1626,P R OW L AA G,6
1524,P R AH L AO NG,6
604,P R AA M,4
2124,P R AA M AH N EY D,8
2508,P R AA M AH N AH N S,9
2508,P R AA M AH N AH N T,9
3890,P R OW M IH S K Y UW AH T IY,12
3784,P R AA M IH S K Y UW AH T IY,12
2878,P R OW M IH S K W AH S,10
3272,P R AA M IH S K Y UW AH S,11
1268,P R AA M AH S,6
2692,P R AA M AH S AO R IY,9
1356,P R AH M OW T,6
2364,P R AH M OW SH AH N,8
2088,P ER M OW SH AH N,7
1092,P R AA M P T,6
2390,P R OW M AH L G EY T,9
801,P R OW N,4
675,P R AO NG,4
1452,P R OW N AW N,6
1682,P R AH N AW N S,7
1684,P R AA N T OW,6
4570,P R OW N AH N S IY EY SH AH N,12
4436,P R AH N AH N S IY EY SH AH N,12
738,P R UW F,4
660,P R AA P,4
2818,P R AA P AH G AE N D AH,10
3842,P R AA P AH G AE N D AH S T,12
3074,P R AA P AH G AE N D AY Z,11
2116,P R AA P AH G EY T,8
3068,P R AA P AH G EY SH AH N,10
1508,P R OW P EY N,6
1388,P R AH P EH L,6
2676,P R AH P EH L AH N T,9
3316,P R AH P EH N S IH T IY,10
1044,P R AA P ER,5
1956,P R AA P ER T IY,7
1956,P R AA F AH S IY,7
1444,P R AA F AH T,6
2468,P R AA F AH T AH S,8
2324,P R AH F EH T IH K,8
3170,P R AA F IH L AE K T IH K,11
3290,P R OW F IH L AE K T IH K,11
2468,P R AH P IH SH AH S,8
2822,P R AH P OW N AH N T,9
2688,P R AH P AO R SH AH N,9
3528,P R AH P AO R SH AH N AH L,11
3592,P R AH P AO R SH AH N AH T,11
2556,P R AH P OW Z AH L,8
1548,P R AH P OW Z,6
3420,P R AA P AH Z IH SH AH N,10
1544,P R AH P AW N D,7
3116,P R AH P R AY AH T EH R IY,11
2364,P R AH P R AY AH T ER,9
2364,P R AH P R AY AH T IY,9
2732,P R AH P AH L SH AH N,9
2312,P R OW Z EY IH K,7
1980,P R OW S K R AY B,8
3360,P R OW S K R IH P SH AH N,11
864,P R OW Z,4
3728,P R AA S AH K Y UW SH AH N,11
3288,P R AA S IH K Y UW T ER,10
3380,P R AA S AH L AH T AY Z,10
2308,P R AA S AH D IY,7
2196,P R AA S P EH K T,8
2964,P R AH S P EH K T IH V,10
2728,P R AO S P EH K T ER,9
3108,P R AH S P EH K T AH S,10
1524,P R AA S P ER,6
3108,P R AA S P EH R AH T IY,10
2436,P R AA S P ER AH S,8
2308,P R AA S T EY T,7
3480,P R AO S TH EH S IH S,9
3480,P R AO S TH IY S AH S,9
3468,P R AA S T AH T UW T,9
4476,P R AA S T AH T UW SH AH N,11
2436,P R AA S T R EY T,8
3388,P R AA S T R EY SH AH N,10
3776,P R OW T AE G AH N AH S T,11
2384,P R OW T IY AH N,7
2384,P R OW T IY AH N,7
2036,P R AH T EH K T,7
1760,P ER T EH K T,6
2876,P R AH T EH K SH AH N,9
2600,P ER T EH K SH AH N,8
4588,P R AH T EH K SH AH N IH Z AH M,13
4312,P ER T EH K SH AH N IH Z AH M,12
4292,P R AH T EH K SH AH N IH S T,12
4016,P ER T EH K SH AH N IH S T,11
2804,P R AH T EH K T IH V,9
2528,P ER T EH K T IH V,8
2436,P R AH T EH K T ER,8
3460,P R AH T EH K T ER AH T,10
2456,P R OW T AH ZH EY,7
1872,P R OW T IY N,6
2456,P R OW T EH S T,7
2308,P R AH T EH S T,7
3708,P R AA T AH S T AH N T,10
5484,P R AA T AH S T AH N T IH Z AH M,14
4432,P R OW T EH S T EY SH AH N,11
2528,P R OW T AH K AA L,8
2625,P R OW T AH K AO L,8
1872,P R OW T AA N,6
2588,P R OW T AH T AY P,8
3592,P R OW T AH Z OW AH N,9
2196,P R OW T R AE K T,8
2196,P R OW T R AE K T,8
2160,P R OW T R UW D,7
3640,P R OW T UW B ER AH N S,10
3484,P R AH T UW B ER AH N S,10
588,P R AW D,4
738,P R UW V,4
1508,P R UW V AH N,6
2676,P R AA V AH N AH N S,9
1956,P R OW V AH N S,7
1332,P R AA V ER B,6
2556,P R AH V ER B IY AH L,9
1236,P R AH V AY D,6
2148,P R AH V AY D AH D,8
2148,P R AH V AY D IH D,8
2844,P R AA V AH D AH N S,9
2844,P R AA V IH D AH N T,9
3740,P R AA V AH D EH N CH AH L,11
1836,P R AA V AH N S,7
1836,P R AA V IH N S,7
2732,P R AH V IH N SH AH L,9
4444,P R AH V IH N CH AH L IH Z AH M,13
2396,P R AH V IH ZH AH N,8
3236,P R AH V IH ZH AH N AH L,10
1692,P R AH V AY Z OW,7
3068,P R AA V AH K EY SH AH N,10
3116,P R OW V AA K AH T IH V,10
1422,P R AH V OW K,6
2242,P R OW V OW S T,7
288,P R AW,3
988,P R AW AH S,5
546,P R AW L,4
896,P R AW L ER,5
2404,P R AA K S AH M AH T,9
2916,P R AA K S IH M AH T IY,10
1444,P R AA K S IY,6
864,P R UW D,4
2320,P R UW D AH N S,7
2320,P R UW D AH N T,7
3216,P R UW D EH N CH AH L,9
3216,P R UW D EH N SH AH L,9
1944,P R UW D ER IY,6
801,P R UW N,4
2452,P R UH R IY AH N T,8
1284,P R AH SH AH,5
1724,P R AH SH AH N,6
288,P R AY,3
827,S AA L M,4
424,S AA M,3
1592,S AO L T ER,5
1368,S UW D OW,4
2440,S UW D AH N IH M,7
2304,S ER AY AH S AH S,7
672,S AY K IY,4
2800,S AY K AH D EH L IH K,9
2464,S AY K IY AE T R IH K,9
3136,S AH K AY AH T R AH S T,10
2040,S AY K AY AH T R IY,8
2224,S IH K AY AH T R IY,8
960,S AY K IH K,5
1688,S AY K IH K AH L,7
714,S AY K OW,4
4259,S AY K OW AH N AE L AH S AH S,12
4259,S AY K OW AH N AE L IH S IH S,12
3735,S AY K OW AE N AH L AH S T,11
4103,S AY K OW AE N AH L IH T IH K,12
3736,S AY K OW K AH N IY S AH S,11
3528,S AY K AH L AA JH IH K AH L,11
3456,S AY K AA L AH JH AH S T,10
2432,S AY K AA L AH JH IY,8
2464,S AY K AH P AE TH IH K,9
3428,S AY K OW S AH M AE T IH K,11
3920,S AY K AH TH EH R AH P IH S T,12
3156,S AY K OW TH EH R AH P IY,10
1952,S AY K AA T IH K,7
1128,T OW M EY N,5
384,P AH B,3
2076,P Y UW B ER T IY,7
1452,P Y UW B IH K,6
1392,P AH B L IH K,6
3128,P AH B L IH K EY SH AH N,10
3056,P AH B L IH S IH S T,9
3056,P AH B L IH S AH T IY,9
3056,P AH B L IH S IH T IY,9
2272,P AH B L IH S AY Z,8
1520,P AH B L IH SH,6
384,P AH K,3
768,P AH K ER,4
1422,P UH D IH NG,5
1448,P AH D AH L,5
1008,P AH JH IY,4
1508,P Y UW R IY L,6
384,P AH F,3
1112,P AH F IH N,5
768,P AH F IY,4
384,P AH G,3
3288,P Y UW JH AH L IH S T,9
4168,P Y UW JH AH L IH S T IH K,11
738,P Y UW K,4
495,P UH L,3
992,P UH L IY,4
2523,P UH L M AH N EH R IY,9
762,P AH L P,4
1594,P UH L P IH T,6
1448,P UH L S ER,5
888,P AH L S,4
1776,P AH L V ER AY Z,7
724,P UW M AH,4
992,P AH M AH S,5
558,P AH M P,4
2664,P AH M P ER N IH K AH L,10
1388,P AH M P K IH N,7
440,P AH N,3
888,P AH N CH,4
2336,P AH NG K CH UW AH L,8
3561,P AH NG K CH UW AE L IH T IY,11
2416,P AH NG K CH UW EY T,8
3368,P AH NG K CH UW EY SH AH N,10
1216,P AH NG K CH ER,6
1216,P AH NG K SH ER,6
1856,P AH N D AH T,6
2232,P AH N JH AH N T,7
1344,P AH N IH SH,5
2634,P Y UW N AH T IH V,8
1712,P AH N JH AA B,6
1602,P AH N JH AE B,6
558,P AH NG K,4
888,P AH N T,4
1298,P Y UW N IY,5
384,P AH P,3
1164,P Y UW P AH,5
1508,P Y UW P AH L,6
1168,P AH P AH T,5
1168,P AH P IH T,5
768,P AH P IY,4
1520,P ER CH AH S,5
738,P Y UH R,4
1164,P Y UH R EY,5
2592,P ER G AH T AO R IY,8
496,P ER JH,3
3860,P Y UH R AH F AH K EY SH AH N,12
1728,P Y UH R AH F AY,7
2076,P Y UH R IH S T,7
2516,P Y UH R AH T AH N,8
3844,P Y UH R AH T AE N IH K AH L,12
4228,P Y UH R AH T AH N IH Z AH M,12
2076,P Y UH R AH T IY,7
2076,P Y UH R IH T IY,7
1168,P ER L OY N,5
1112,P ER P AH L,5
1572,P ER P AO R T,6
1572,P ER P AO R T,6
1168,P ER P AH S,5
2056,P ER P AH S L IY,7
96,P ER,2
496,P ER S,3
1008,P ER S ER,4
1080,P ER S UW,4
1656,P ER S UW ER,5
1656,P ER S UW T,5
2948,P Y UH R UW L AH N T,9
768,P ER V EY,4
1168,P ER V EY ER,5
1002,P ER V Y UW,5
496,P AH S,3
558,P UH SH,3
558,P UH S,3
496,P AH S,3
1126,P UH S IY,4
558,P UH T,3
2824,P Y UW T AH T IH V,8
2056,P Y UW T R IH D,7
558,P UH CH,3
496,P AH T,3
1008,P AH T ER,4
1008,P AH T IY,4
1448,P AH Z AH L,5
2736,P AH Z AH L M AH N T,9
856,P IH G M IY,5
1072,P AY L AA N,5
1664,P IH R AH M IH D,7
372,P AY ER,3
3024,P AY R OW T EH K N IH K,10
1212,P AY TH AA N,5
414,K Y UW,3
1376,K AH T AA R,5
108,K UW,2
434,K W AA,3
672,K W AE K,4
890,K W AA D,4
2434,K W AA D R AH N T,8
2790,K W AA D R UW P AH L,9
1308,K W AE G M AY ER,7
826,K W EY L,4
1274,K W EY N T,5
762,K W EY K,4
1146,K W EY K ER,5
4010,K W AA L AH F AH K EY SH AH N,12
2178,K W AA L AH F AY D,8
1878,K W AA L AH F AY,7
3634,K W AA L AH T EY T IH V,10
2242,K W AA L AH T IY,7
2242,K W AA N D ER IY,7
1986,K W AA N D R IY,7
3690,K W AA N T IH F AY AH B EH L,12
4506,K W AA N T IH F AH K EY SH AH N,13
2374,K W AA N T IH F AY,8
4146,K W AA N T IH T EY T IH V,11
2754,K W AA N T AH T IY,8
2026,K W AA N T AH M,7
2966,K W AO R AH N T IY N,9
1038,K W AA R K,5
1622,K W AO R AH L,6
1278,K W AO R IY,5
1278,K W AO R T,5
1678,K W AO R T ER,6
1258,K AO R T ER,5
2190,K W AO R T EH T,7
1734,K W AO R T OW,6
1678,K W AO R T S,6
1770,K W EY Z AA R,6
996,K W AO SH,4
1146,K W EY V ER,5
96,K IY,2
96,K EY,2
1402,K W IY Z IY,5
826,K W IY N,4
762,K W IH R,4
826,K W EH L,4
1274,K W EH N CH,5
2394,K W EH R AH L AH S,8
1146,K W IY R IY,5
1402,K W EH S T,5
2354,K W EH S CH AH N,7
1842,K W EH SH AH N,6
3858,K W EH S CH AH N AH B AH L,11
3130,K W EH S CH AH N EH R,9
414,K Y UW,3
1490,K W IH B AH L,6
496,K IY SH,3
762,K W IH K,4
1490,K W IH K AH N,6
1146,K W IH K IY,5
890,K W IH D,4
2478,K W AY EH S AH N T,8
1078,K W AY AH T,5
2614,K W AY AH T AH S T,8
826,K W IH L,4
1274,K W IH L T,5
2242,K W IH L T IH D,7
826,K W IH N,4
1274,K W IH N S,5
1176,K W AY N AY N,6
1274,K W IH N T,5
3642,K W IH N T EH S AH N S,10
4538,K W IH N T IH S EH N SH AH L,12
4538,K W IH N T IH S EH N CH AH L,12
2242,K W IH N T EH T,7
762,K W IH P,4
582,K W AY R,4
762,K W ER K,4
2042,K W IH Z L IH NG,7
890,K W IH T,4
678,K W AY T,4
1402,K W IH T ER,5
1146,K W IH V ER,5
1840,K IY HH OW T IY,6
2938,K W IH K S AA T IH K,9
890,K W IH Z,4
2498,K W IH Z AH K AH L,8
1510,K W AO R AH M,6
1564,K W OW T AH,5
2660,K W OW T AH B AH L,8
3028,K W OW T EY SH AH N,8
996,K W OW T,4
2452,K W OW SH AH N T,7
96,AA R,2
582,R AE B AY,4
2616,R AH B IH N IH K AH L,9
1078,R AE B AH T,5
1078,R AE B IH T,5
1022,R AE B AH L,5
1078,R AE B IH D,5
1168,R EY B IH D,5
1168,R EY B IY Z,5
1113,R AE K UW N,5
496,R EY S,3
1448,R EY CH AH L,5
1448,R EY SH AH L,5
3160,R EY SH AH L IH Z AH M,9
2328,R EY S IH Z AH M,7
2032,R EY S IH S T,6
336,R AE K,3
1078,R AE K IH T,5
1958,R AE K IH T IH R,7
2404,R AE K AA N T UW R,8
1008,R EY S IY,4
1376,R EY D AA R,5
1960,R EY D IY AH L,6
2408,R EY D IY AH N S,7
2408,R EY D IY AH N T,7
2032,R EY D IY AH T,6
2032,R EY D IY EY T,6
2984,R EY D IY EY SH AH N,8
2544,R EY D IY EY T ER,7
1986,R AE D AH K AH L,7
1986,R AE D IH K AH L,7
3698,R AE D IH K AH L IH Z AH M,11
2650,R AE D IH K AH L AY Z,9
3554,R EY D IY OW AE K T IH V,10
3136,R EY D IY AA G R AH F IY,10
4400,R EY D IY AA L AH JH IH S T,11
3376,R EY D IY AA L AH JH IY,9
1402,R AE D IH SH,5
1816,R EY D IY AH M,6
2032,R EY D IY AH S,6
1078,R AE F IH SH,5
1022,R AE F AH L,5
678,R AE F T,4
1078,R AE F T ER,5
336,R AE G,3
496,R EY JH,3
1078,R AE G AH D,5
96,R AA,2
496,R EY D,3
440,R EY L,3
440,R EY N,3
496,R EY Z,3
1448,R EY Z IH N,5
496,R AA ZH,3
496,R AA JH,3
384,R EY K,3
1168,R EY K IH SH,5
784,R AE L IY,4
672,R AE L F,4
287,R AE M,3
1094,R AE M B AH L,6
3228,R AE M AH F AH K EY SH AH N,11
492,R AE M P,4
1150,R AE M P EY JH,6
1542,R AE M P AH N T,7
784,R AE N CH,4
1752,R AE N S IH D,6
1662,R AE NG K ER AH S,7
784,R AE N D,4
1536,R AE N D AH M,6
1240,R AE N D IY,5
888,R EY N JH,4
1344,R EY N JH ER,5
888,R AA N IY,4
492,R AE NG K,4
750,R AE NG K ER,5
1094,R AE NG K AH L,6
1498,R AE N S AE K,6
1536,R AE N S AH M,6
784,R AE N T,4
336,R AE P,3
2032,R AH P AE SH IH S,7
2192,R AH P EY SH IH S,7
384,R EY P,3
1304,R AA F AY EH L,6
1608,R EY F IY AH L,6
1078,R AE P AH D,5
1078,R AE P IH D,5
2704,R AH P IH D AH T IY,8
1168,R EY P IY ER,5
1680,R EY P IH S T,6
1050,R AE P AO R,5
678,R AE P T,4
1078,R AE P CH ER,5
2102,R AE P CH ER AH S,7
384,R EH R,3
1632,R EH R AH F AY D,7
1680,R EH R AH T IY,6
1680,R EH R IH T IY,6
1490,R AE S K AH L,6
434,R AE SH,3
762,R AE S P,4
434,R AE T,3
1402,R AE CH AH T,5
496,R EY T,3
890,R AE DH ER,4
3666,R AE T AH F AH K EY SH AH N,11
1534,R AE T AH F AY,6
1330,R AE SH AH N,5
1448,R EY SH AH N,5
2170,R AE SH AH N AH L,7
2058,R AE SH AH N AE L,7
3425,R AE SH AH N AE L IH T IY,10
5050,R AE SH AH N AH L IH Z EY SH AH N,13
2834,R AE SH AH N AH L AY Z,9
1211,R AE T AE N,5
1330,R AE T AH L,5
890,R AE T IY,4
1258,R AO K AH S,5
1448,R AO N CH IY,5
1078,R AE V IH JH,5
384,R EY V,3
1022,R AE V AH L,5
1112,R AH V EH L,5
1112,R EY V AH N,5
1112,R AH V IY N,5
2126,R AE V IY OW L IY,7
96,R AA,2
96,R EY,2
936,R EY AH N,4
496,R EY Z,3
1008,R EY Z ER,4
1330,R AE Z AH L,5
96,R EY,2
96,R IY,2
496,R IY CH,3
1104,R IY AE K T,5
1944,R IY AE K SH AH N,7
3104,R IY AE K SH AH N EH R IY,10
1872,R IY AE K T IH V,7
1504,R IY AE K T ER,6
496,R EH D,3
496,R IY D,3
3520,R IY D AH B IH L IH T IY,10
2104,R IY D AH B AH L,7
1008,R IY D ER,4
1008,R EH D IY,4
2408,R IY EY JH AH N T,7
1896,R IY JH AH N T,6
440,R IY L,3
2152,R IY L IH Z AH M,7
1856,R IY L IH S T,6
3232,R IY AH L IH S T IH K,9
2192,R IY AE L AH T IY,7
3096,R IY AH L AY Z AH B AH L,10
1104,R IY L AY Z,5
1600,R IY AH L AY Z,6
888,R IH L IY,4
888,R IY L IY,4
699,R EH L M,4
1840,R IY AH L T ER,6
1344,R IY L T ER,5
1840,R IY AH L T IY,6
1344,R IY L T IY,5
328,R IY M,3
384,R IY P,3
768,R IY P ER,4
1536,R IY AH P IH R,6
2712,R IY AH P IH R AH N S,9
2792,R IY AH P R EY Z AH L,9
384,R IH R,3
1448,R IY Z AH N,5
2952,R IY Z AH N AH B AH L,9
2440,R IY Z N AH B AH L,8
1168,R IY B EY T,5
1112,R EH B AH L,5
1112,R IH B EH L,5
2120,R IH B EH L Y AH N,8
2176,R IH B EH L Y AH S,8
2176,R AH B EH L Y AH S,8
1056,R IH B AH F,5
1056,R IY B AH F,5
1326,R IY B Y UW K,6
1326,R IH B Y UW K,6
1168,R IY B AH S,5
1168,R IH B AH T,5
1168,R IY B AH T,5
2120,R IH B AH T AH L,7
2120,R IY B AH T AH L,7
3926,R IH K AE L S AH T R AH N S,12
3926,R IH K AE L S IH T R AH N T,12
1209,R IY K AO L,5
1209,R IH K AO L,5
1414,R IY K AE N T,6
3480,R EH K AH N T EY SH AH N,10
3334,R IY K AE N T EY SH AH N,10
966,R IY K AE P,5
966,R IH K AE P,5
3696,R IY K AH P IH CH AH L EY T,11
1708,R IY K AE P CH ER,7
1520,R IY K AE S T,6
1520,R IH S IY D,5
1520,R IH S IY T,5
1520,R IY S IY T,5
2776,R IH S IY V AH B AH L,9
1376,R AH S IY V,5
1376,R IH S IY V,5
1376,R IY S IY V,5
1896,R IY S AH N T,6
3256,R AH S EH P T AH K AH L,10
2600,R IH S EH P SH AH N,8
2600,R IY S EH P SH AH N,8
4016,R IH S EH P SH AH N IH S T,11
4016,R IY S EH P SH AH N IH S T,11
2528,R IH S EH P T IH V,8
2528,R IY S EH P T IH V,8
1520,R IH S EH S,5
1520,R IY S EH S,5
2472,R IH S EH SH AH N,7
2472,R IY S EH SH AH N,7
2400,R AH S EH S IH V,7
3992,R AH S IH D IH V IH Z AH M,11
3696,R AH S IH D IH V IH S T,10
1760,R EH S AH P IY,6
3048,R AH S IH P IY AH N T,9
3048,R IH S IH P IY AH N T,9
2968,R IH S IH P R AH K AH L,10
3024,R IH S IH P R AH K EY T,10
3888,R EH S IH P R AA S IH T IY,11
2088,R AH S AY T AH L,7
3496,R EH S AH T EY SH AH N,9
1248,R AH S AY T,5
1520,R EH K L AH S,6
1112,R EH K AH N,5
1328,R IY K L EY M,6
2944,R EH K L AH M EY SH AH N,10
1260,R IH K L AY N,6
1626,R IH K L UW S,6
3144,R EH K AH G N IH SH AH N,10
3144,R EH K IH G N IH SH AH N,10
3476,R EH K AH G N AY Z AH B AH L,12
3416,R IH K AA N AH Z AH N S,10
1980,R EH K AH G N AY Z,8
1015,R IY K OY L,5
2272,R EH K AH L EH K T,8
2272,R IY K AH L EH K T,8
3112,R EH K AH L EH K SH AH N,10
2064,R EH K AH M EH N D,8
3984,R EH K AH M AH N D EY SH AH N,12
2280,R EH K AH M P EH N S,9
2218,R EH K AH N S AY L,8
4824,R EH K AH N S IH L IY EY SH AH N,13
2272,R EH K AH N D AY T,8
3480,R IY K AH N D IH SH AH N,10
3416,R IY K AA N AH S AH N S,10
3040,R IY K AH N S IH D ER,9
1572,R AH K AO R D,6
1168,R EH K ER D,5
1572,R IH K AO R D,6
1268,R IH K AW N T,6
1268,R IY K AW N T,6
1146,R IH K UW P,5
1572,R IY K AO R S,6
1440,R IH K AH V ER,6
1632,R IH K AH V R IY,7
1840,R IH K AH V ER IY,7
1872,R EH K R IY EY T,7
2824,R EH K R IY EY SH AH N,9
3664,R EH K R IY EY SH AH N AH L,11
3664,R IH K R IH M IH N EY SH AH N,12
1452,R AH K R UW T,6
1452,R IH K R UW T,6
1452,R IY K R UW T,6
1608,R EH K T AH L,6
2178,R EH K T AE NG G AH L,9
2854,R EH K T AE NG G Y AH L ER,11
3944,R EH K T AH F AH K EY SH AH N,12
1812,R EH K T AH F AY,7
2840,R EH K T IH T UW D,8
1168,R EH K T ER,5
1680,R EH K T ER IY,6
1464,R EH K T AH M,6
2484,R IH K UW P ER EY T,8
3436,R IH K UW P ER EY SH AH N,10
3364,R IH K UW P ER AH T IH V,10
768,R IH K ER,4
768,R IY K ER,4
2056,R IH K ER AH N S,7
2056,R IY K ER AH N S,7
2056,R IH K ER AH N T,7
2056,R IY K ER AH N T,7
1784,R IY S AY K AH L,7
496,R EH D,3
1448,R EH D AH N,5
2672,R IY D EH K ER EY T,8
1304,R IH D IY M,5
2632,R IH D EH M P SH AH N,9
2408,R IH D EH M SH AH N,8
2560,R IH D EH M P T IH V,9
2007,R IY D IH P L OY,7
2272,R IY D ER EH K T,7
4140,R IY D IH S T R IH B Y UW T,12
5148,R IY D IH S T R AH B Y UW SH AH N,14
2736,R EH D AH L AH N T,8
2104,R IY D AH B AH L,7
1248,R AH D AW T,5
2744,R AH D AW T AH B AH L,9
1648,R IH D R EH S,6
1648,R IY D R EH S,6
1656,R AH D UW S,5
1656,R IH D UW S,5
1656,R IY D UW S,5
3320,R AH D UW S AH B AH L,9
2600,R AH D AH K SH AH N,8
2600,R IY D AH K SH AH N,8
3696,R IH D AH N D AH N S IY,10
3240,R IH D AH N D AH N T,9
496,R IY D,3
1008,R IY D IY,4
384,R IY F,3
768,R IY F ER,4
384,R IY K,3
440,R IY L,3
384,R IY V,3
384,R EH F,3
1168,R EH F ER IY,5
2056,R EH F ER AH N S,7
1752,R EH F R AH N S,7
2808,R EH F ER EH N D AH M,9
918,R AH F AY N,5
918,R IH F AY N,5
1168,R IY F IH T,5
1520,R IY F L EY T,6
2472,R IY F L EY SH AH N,8
1776,R AH F L EH K T,7
1776,R IH F L EH K T,7
2616,R AH F L EH K SH AH N,9
2616,R IH F L EH K SH AH N,9
2544,R IH F L EH K T IH V,9
2176,R IH F L EH K T ER,8
1776,R IY F L EH K S,7
2544,R AH F L EH K S IH V,9
2484,R IY F AO R AH S T,8
4460,R IY F AO R AH S T EY SH AH N,12
1392,R AH F AO R M,6
1392,R IH F AO R M,6
2616,R EH F ER M EY SH AH N,9
3410,R IH F AO R M AH T AO R IY,11
2424,R AH F R AE K T ER IY,9
1304,R IH F R EY N,6
1360,R IH F R EH SH,6
3272,R IH F R IH JH ER AH N T,10
2896,R IH F R IH JH ER EY T,9
3848,R IH F R IH JH ER EY SH AH N,11
3408,R AH F R IH JH ER EY T ER,10
3408,R IH F R IH JH ER EY T ER,10
1940,R IY F Y UW AH L,7
1452,R EH F Y UW JH,6
2020,R EH F Y UW JH IY,7
1560,R IH F AH N D,6
1560,R IY F AH N D,6
1840,R IY F ER B IH SH,7
2460,R AH F Y UW Z AH L,8
2460,R IH F Y UW Z AH L,8
1452,R AH F Y UW Z,6
1452,R EH F Y UW Z,6
1452,R IH F Y UW Z,6
3484,R EH F Y UW T EY SH AH N,10
1452,R IH F Y UW T,6
1112,R IH G EY N,5
1112,R IY G AH L,5
1776,R IH G EY L Y AH,7
1440,R AH G AA R D,6
1440,R IH G AA R D,6
1680,R IH G AA T AH,6
2352,R IY JH AH N S IY,7
2864,R IY JH EH N ER EY T,8
1896,R IY JH AH N T,6
768,R EH G EY,4
1304,R AH ZH IY M,5
1304,R EY ZH IY M,5
1920,R EH JH AH M AH N,7
2368,R EH JH AH M AH N T,8
3264,R EH JH AH M EH N T AH L,10
4288,R EH JH AH M EH N T EY SH AH N,12
1896,R IH JH IY N AH,6
1448,R IY JH AH N,5
2288,R IY JH AH N AH L,7
2544,R EH JH IH S T ER,7
3072,R EH JH IH S T R AA R,9
4136,R EH JH IH S T R EY SH AH N,11
2784,R EH JH IH S T R IY,8
1360,R IY G R EH S,6
1360,R IH G R EH S,6
2312,R AH G R EH SH AH N,8
2240,R AH G R EH S IH V,8
1360,R AH G R EH T,6
1360,R IH G R EH T,6
1752,R EH G Y AH L ER,7
1752,R EY G Y AH L ER,7
3376,R EH G Y AH L EH R AH T IY,11
2208,R EH G Y AH L EY T,8
3160,R EH G Y AH L EY SH AH N,10
2720,R EH G Y AH L EY T ER,9
3520,R IY AH B IH L AH T EY T,10
4472,R IY AH B IH L AH T EY SH AH N,12
1064,R IY HH AE SH,5
2120,R IH HH ER S AH L,7
2120,R IY HH ER S AH L,7
1168,R IY HH ER S,5
288,R AY K,3
440,R EY N,3
1680,R IY IH M B ER S,7
440,R EY N,3
3024,R IY IH N K AA R N EY T,10
1592,R IY IH SH UW,5
2544,R IY IH T ER EY T,7
